nombre,artista,reproducciones,url,imagen_url,audio_url
PUFFIN ON ZOOTIEZ,Future,11795912,https://www.last.fm/music/Future/_/PUFFIN+ON+ZOOTIEZ,https://lastfm.freetls.fastly.net/i/u/300x300/4f8401c7eae61f7df866141bf910b648.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/6b/fa/29/6bfa2977-f7cf-a791-2ed4-b0d85ad27f2f/mzaf_8816393774116063269.plus.aac.p.m4a
Under Pressure - Remastered 2011,Queen,11787858,https://www.last.fm/music/Queen/_/Under+Pressure+-+Remastered+2011,https://lastfm.freetls.fastly.net/i/u/300x300/de361a68c39e4468c4df73fb3c8ae178.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/02/3f/0e/023f0e8b-ea2d-3990-e6cb-6f71111c535c/mzaf_4864683300852998316.plus.aac.p.m4a
Safety Zone,j-hope,11785516,https://www.last.fm/music/j-hope/_/Safety+Zone,https://lastfm.freetls.fastly.net/i/u/300x300/de10bdaaf59acf21250b313ce12adb75.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/ab/3b/df/ab3bdf06-8dc9-c02d-55bc-9834e4170472/mzaf_18412774487598969126.plus.aac.p.m4a
Runnin,21 Savage,11784856,https://www.last.fm/music/21+Savage/_/Runnin,,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/9a/37/90/9a37900f-64d1-70e5-eeff-912f47c5e8fe/mzaf_4736456607117854542.plus.aac.p.m4a
Pump It,Black Eyed Peas,11782912,https://www.last.fm/music/Black+Eyed+Peas/_/Pump+It,https://lastfm.freetls.fastly.net/i/u/300x300/496f388a6bd2fbe8587915943b4fd0c8.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/83/fb/69/83fb6917-19a5-78a1-1120-15d910a54891/mzaf_1569911826648558644.plus.aac.p.m4a
Dracula,Tame Impala,11781033,https://www.last.fm/music/Tame+Impala/_/Dracula,https://lastfm.freetls.fastly.net/i/u/300x300/b54c44fa13530ee2e088e13096becaf2.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/71/5d/31/715d3169-5fba-a0b7-da24-2aefc83796cf/mzaf_8089500935177582820.plus.aac.p.m4a
Better Together,Jack Johnson,11780650,https://www.last.fm/music/Jack+Johnson/_/Better+Together,https://lastfm.freetls.fastly.net/i/u/300x300/8b865c05409d4187bff6509d32444fde.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/8f/30/7a/8f307a7b-a96b-2917-3633-ca6021090062/mzaf_17419675354426078688.plus.aac.p.m4a
ME! (feat. Brendon Urie of Panic! at the Disco),Taylor Swift,11774435,https://www.last.fm/music/Taylor+Swift/_/ME%21+(feat.+Brendon+Urie+of+Panic%21+at+the+Disco),https://lastfm.freetls.fastly.net/i/u/300x300/f9a62d396571d577b0a4c96c50d31aa5.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/c5/6f/e3/c56fe3a6-2f25-b545-6135-aaba0a838569/mzaf_1819099962104489735.plus.aac.p.m4a
real man,beabadoobee,11773777,https://www.last.fm/music/beabadoobee/_/real+man,https://lastfm.freetls.fastly.net/i/u/300x300/4ca82f805a57a1214cbc94621138f513.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/d9/e5/50/d9e5509a-d313-db1e-1f5f-4839f15c5063/mzaf_10235297576370030835.plus.aac.p.m4a
Attention,Charlie Puth,11767979,https://www.last.fm/music/Charlie+Puth/_/Attention,https://lastfm.freetls.fastly.net/i/u/300x300/8b103c65a7ac095875cb2960f653e1ad.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/0b/76/e1/0b76e164-35b8-7fbb-a773-9832f3155532/mzaf_12020704327610118862.plus.aac.p.m4a
"This Ain't a Scene, It's an Arms Race",Fall Out Boy,11759097,"https://www.last.fm/music/Fall+Out+Boy/_/This+Ain%27t+a+Scene,+It%27s+an+Arms+Race",https://lastfm.freetls.fastly.net/i/u/300x300/b01817dacd044f7d9389e6b69933330b.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/b8/16/0e/b8160e6f-cb8e-36fa-6c1e-9bd7b7196856/mzaf_7113318022024314126.plus.aac.p.m4a
SexyBack (feat. Timbaland),Justin Timberlake,11755818,https://www.last.fm/music/Justin+Timberlake/_/SexyBack+(feat.+Timbaland),,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/1a/f4/7b/1af47ba3-a363-5716-4dd9-6aea4fe35e3f/mzaf_13609262275263691829.plus.aac.p.m4a
Last Words of a Shooting Star,Mitski,11755179,https://www.last.fm/music/Mitski/_/Last+Words+of+a+Shooting+Star,https://lastfm.freetls.fastly.net/i/u/300x300/48b1e85daff0afa738996e8f7737f1ef.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/3a/5a/d3/3a5ad3d9-24a4-9210-fbf8-c268df164681/mzaf_8143768820578420152.plus.aac.p.m4a
One Kiss (with Dua Lipa),Calvin Harris,11753626,https://www.last.fm/music/Calvin+Harris/_/One+Kiss+(with+Dua+Lipa),,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/7b/51/0a/7b510a93-10b2-530f-71fb-2462f7606e6d/mzaf_907293082198573368.plus.aac.p.m4a
House of the Rising Sun,The Animals,11745903,https://www.last.fm/music/The+Animals/_/House+of+the+Rising+Sun,https://lastfm.freetls.fastly.net/i/u/300x300/8bed68f4f3ac4b748f827701d4e0c659.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/a8/92/35/a8923560-5099-8443-e7f6-eabd3a04d11b/mzaf_3221556397685255466.plus.aac.p.m4a
Sunday Morning,Maroon 5,11742957,https://www.last.fm/music/Maroon+5/_/Sunday+Morning,https://lastfm.freetls.fastly.net/i/u/300x300/bbf019744c23450f80c16a492c6917e0.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/92/c3/84/92c384a2-735f-8db8-7a73-4872c9536eae/mzaf_14826141538439117694.plus.aac.p.m4a
Angels Like You,Miley Cyrus,11739210,https://www.last.fm/music/Miley+Cyrus/_/Angels+Like+You,https://lastfm.freetls.fastly.net/i/u/300x300/3d22826354bdf69bc6ba9f568659f7ee.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/b2/2e/19/b22e1910-2064-930e-1d2f-3a06baace9e7/mzaf_12279042806738380334.plus.aac.p.m4a
What Do You Mean?,Justin Bieber,11735179,https://www.last.fm/music/Justin+Bieber/_/What+Do+You+Mean%3F,https://lastfm.freetls.fastly.net/i/u/300x300/b7b8bdcf48864d6bdc6d4a266e7cc435.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/8c/d1/be/8cd1be3e-0a5f-b460-1e8d-3651197fbc1d/mzaf_4014152438661039186.plus.aac.p.m4a
Animals,Maroon 5,11730637,https://www.last.fm/music/Maroon+5/_/Animals,https://lastfm.freetls.fastly.net/i/u/300x300/9dcbbb2587be11cca47d21f0619b49df.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/a5/bd/29/a5bd294d-9a5d-d980-3932-cffcdfc77cfa/mzaf_8965462303165755526.plus.aac.p.m4a
Love Again,Dua Lipa,11728607,https://www.last.fm/music/Dua+Lipa/_/Love+Again,https://lastfm.freetls.fastly.net/i/u/300x300/a6de52bbe0a504c0dc8d75dad1d14d42.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/f6/bb/b9/f6bbb9fa-b879-4354-b11f-f785e4bb69d2/mzaf_18323733844470528436.plus.aac.p.m4a
We Are Never Ever Getting Back Together,Taylor Swift,11727738,https://www.last.fm/music/Taylor+Swift/_/We+Are+Never+Ever+Getting+Back+Together,https://lastfm.freetls.fastly.net/i/u/300x300/f30971b732b56e9ceea2dd16408dbcee.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/d6/c8/64/d6c864a4-4bae-ee81-be9e-ef0beb97ccb1/mzaf_8891089632729595012.plus.aac.p.m4a
Bad Boy,Red Velvet,11726614,https://www.last.fm/music/Red+Velvet/_/Bad+Boy,https://lastfm.freetls.fastly.net/i/u/300x300/5a313a41d49e9d404515dd6647186918.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/69/fc/52/69fc528f-593c-9108-e1f7-a1d28e978296/mzaf_4978886415344685537.plus.aac.p.m4a
make you mine,Madison Beer,11715774,https://www.last.fm/music/Madison+Beer/_/make+you+mine,https://lastfm.freetls.fastly.net/i/u/300x300/9bb6e20e6ed25ef394ad42e39eed553b.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/52/cb/36/52cb36f9-e0be-37d9-235c-328ee46d6820/mzaf_218426770219429576.plus.aac.p.m4a
16 Mirrors,Alex G,11715059,https://www.last.fm/music/Alex+G/_/16+Mirrors,https://lastfm.freetls.fastly.net/i/u/300x300/0b8520054cfd8af493b44a8bed0a2361.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/10/f4/d2/10f4d26d-b2e1-1f52-9906-6f4cc1832e36/mzaf_10028854893410631076.plus.aac.p.m4a
Rah Tah Tah,"Tyler, The Creator",11714538,"https://www.last.fm/music/Tyler,+The+Creator/_/Rah+Tah+Tah",https://lastfm.freetls.fastly.net/i/u/300x300/8c0b389bb4cbf522bc5a2b58e15b6620.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/88/7d/88/887d88de-6be8-2943-d85b-37979d5ec875/mzaf_18207323916363580597.plus.aac.p.m4a
Hold the Line,Toto,11710894,https://www.last.fm/music/Toto/_/Hold+the+Line,https://lastfm.freetls.fastly.net/i/u/300x300/c9f4e5edb990644b591591fab662a04d.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/05/f7/46/05f746f7-fed4-3973-5c73-55a76e38ae22/mzaf_12692419585305117877.plus.aac.p.m4a
Silver Spoon,BTS,11707434,https://www.last.fm/music/BTS/_/Silver+Spoon,https://lastfm.freetls.fastly.net/i/u/300x300/8589d5f20196f3b7f2a488d66aea1859.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/f9/02/07/f90207da-1b0d-ee65-6db5-f5faa48b3748/mzaf_13034018372320788984.plus.aac.p.m4a
ghostin,Ariana Grande,11704883,https://www.last.fm/music/Ariana+Grande/_/ghostin,https://lastfm.freetls.fastly.net/i/u/300x300/5d67250ce101c8afaaa33b5d9f8926e2.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/ac/ef/aa/acefaa3a-f2a4-8e5a-697f-067d79cf0f3f/mzaf_14160304074994936008.plus.aac.p.m4a
Throne,Bring Me the Horizon,11702549,https://www.last.fm/music/Bring+Me+the+Horizon/_/Throne,https://lastfm.freetls.fastly.net/i/u/300x300/3a4e081256c11f2a1fb72f0b005f9f04.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/80/3d/b3/803db3bb-3d59-1a8d-2610-3d16503b0c87/mzaf_11645500005762880660.plus.aac.p.m4a
Should I Stay or Should I Go - remastered,The Clash,11701700,https://www.last.fm/music/The+Clash/_/Should+I+Stay+or+Should+I+Go+-+remastered,https://lastfm.freetls.fastly.net/i/u/300x300/8a7a1248a1fd4cc926ab454bd494e64c.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/4d/a4/7f/4da47f65-daf0-5e52-07a8-b17f999b7a2f/mzaf_963339626496968510.plus.aac.p.m4a
Feel It Still,Portugal. The Man,11696876,https://www.last.fm/music/Portugal.+The+Man/_/Feel+It+Still,https://lastfm.freetls.fastly.net/i/u/300x300/d56dc3794dfe83224f8257a27c6864ac.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/63/7c/dd/637cdd7a-3000-0784-28c7-dcbfe99209c8/mzaf_2191237013429360837.plus.aac.p.m4a
Brain Damage,Pink Floyd,11695469,https://www.last.fm/music/Pink+Floyd/_/Brain+Damage,https://lastfm.freetls.fastly.net/i/u/300x300/d4bdd038cacbec705e269edb0fd38419.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/58/5b/bb/585bbb32-7f6f-d6fd-2470-e02d7414544e/mzaf_10600413524328381964.plus.aac.p.m4a
Na Na Na (Na Na Na Na Na Na Na Na Na),My Chemical Romance,11694999,https://www.last.fm/music/My+Chemical+Romance/_/Na+Na+Na+(Na+Na+Na+Na+Na+Na+Na+Na+Na),https://lastfm.freetls.fastly.net/i/u/300x300/5d859232fed7488a82d37ecabb232fce.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/96/01/80/960180c9-7854-0ab4-9bb6-ced2b52ea0c2/mzaf_6578600163819956342.plus.aac.p.m4a
Uuuu,Steve Lacy,11684908,https://www.last.fm/music/Steve+Lacy/_/Uuuu,https://lastfm.freetls.fastly.net/i/u/300x300/40dac4d3389349e54ac7258a4736ff2b.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/a3/04/35/a304356a-95fc-3780-e755-47796d727d22/mzaf_11021182508988098665.plus.aac.p.m4a
Cola,Lana Del Rey,11678590,https://www.last.fm/music/Lana+Del+Rey/_/Cola,https://lastfm.freetls.fastly.net/i/u/300x300/8c5a9f54785f4f928037fc1be53d375f.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/d4/29/31/d429313f-b5b2-91dd-710d-841d306c5536/mzaf_9532703597208482590.plus.aac.p.m4a
on the street (solo version),j-hope,11666554,https://www.last.fm/music/j-hope/_/on+the+street+(solo+version),https://lastfm.freetls.fastly.net/i/u/300x300/28d0ab355f6fb60ad60e2a3d8c8bb4b1.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/a4/46/a2/a446a276-5a3b-3158-0915-6059b79a4398/mzaf_18249409841475518414.plus.aac.p.m4a
MANIAC,Stray Kids,11655468,https://www.last.fm/music/Stray+Kids/_/MANIAC,https://lastfm.freetls.fastly.net/i/u/300x300/53662f0bc4673641ba9d95c4e1a854f8.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/68/2b/8c/682b8cee-5d50-c9a8-7246-1970eb842cc8/mzaf_403092209817779548.plus.aac.p.m4a
Monster,Kanye West,11641638,https://www.last.fm/music/Kanye+West/_/Monster,https://lastfm.freetls.fastly.net/i/u/300x300/8a071c4b073625018de5f0ac58727511.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/bd/2b/c4/bd2bc438-02dc-77a3-696c-99bb173d36b0/mzaf_4632271285361417650.plus.aac.p.m4a
This Is What Makes Us Girls,Lana Del Rey,11626885,https://www.last.fm/music/Lana+Del+Rey/_/This+Is+What+Makes+Us+Girls,https://lastfm.freetls.fastly.net/i/u/300x300/2b007b4344235bf2657c4cbfa18d1921.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/ac/7d/8a/ac7d8a5b-379d-6ba1-9db0-a1d037799473/mzaf_4838241038504348850.plus.aac.p.m4a
400 Lux,Lorde,11624980,https://www.last.fm/music/Lorde/_/400+Lux,https://lastfm.freetls.fastly.net/i/u/300x300/1c3f14fba3dececc85d10d7252e68b93.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/bc/4e/a4/bc4ea404-f105-33d9-27fa-e5212c55ed33/mzaf_16712130245800256601.plus.aac.p.m4a
Weird Fishes / Arpeggi,Radiohead,11622398,https://www.last.fm/music/Radiohead/_/Weird+Fishes+%2F+Arpeggi,https://lastfm.freetls.fastly.net/i/u/300x300/8ea4284d30211cb679d5497e296d2af1.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/2e/48/d8/2e48d83b-0dd4-5336-ba90-a08a14771bc3/mzaf_6995897912540104374.plus.aac.p.m4a
MOONLIGHT SUNRISE,TWICE,11621263,https://www.last.fm/music/TWICE/_/MOONLIGHT+SUNRISE,https://lastfm.freetls.fastly.net/i/u/300x300/dce3ec1a179a248ed33238cdacbe37d8.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/73/bf/6c/73bf6ce9-7799-507d-0717-e77edb10dc6e/mzaf_6520765697270160723.plus.aac.p.m4a
Sour Grapes,LE SSERAFIM,11614717,https://www.last.fm/music/LE+SSERAFIM/_/Sour+Grapes,https://lastfm.freetls.fastly.net/i/u/300x300/d930ba65bb061c4c8a7849e3704216cd.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/7f/60/fb/7f60fb74-1af7-9276-12f3-a55dccbbccec/mzaf_11191739939816791003.plus.aac.p.m4a
The Morning,The Weeknd,11611319,https://www.last.fm/music/The+Weeknd/_/The+Morning,https://lastfm.freetls.fastly.net/i/u/300x300/420479ebfa2c11e0c9310d2183854446.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/e3/37/98/e33798c6-ab13-4203-8092-87a2e638d60b/mzaf_6127986664630820149.plus.aac.p.m4a
Saint Pablo,Kanye West,11610142,https://www.last.fm/music/Kanye+West/_/Saint+Pablo,https://lastfm.freetls.fastly.net/i/u/300x300/c6922ef00ed61c2af58f351b56e771e1.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/c9/24/96/c9249688-ffdc-40c1-d56e-d84ee8537ed7/mzaf_15473080214798193650.plus.aac.p.m4a
Hey,Pixies,11608727,https://www.last.fm/music/Pixies/_/Hey,https://lastfm.freetls.fastly.net/i/u/300x300/6cf55efba65b9f89db4e2754694c0b0e.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/e0/3d/e1/e03de175-0f80-c279-4010-7d9c5256ebe6/mzaf_14337144286566606285.plus.aac.p.m4a
Run,Joji,11606954,https://www.last.fm/music/Joji/_/Run,https://lastfm.freetls.fastly.net/i/u/300x300/e218eb50abb7637aab45d160ed02b5d0.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/e3/c9/e3/e3c9e34f-0c75-dd3e-83a4-8d44842e26aa/mzaf_16807512629228815157.plus.aac.p.m4a
WHERE IS MY HUSBAND!,RAYE,11600182,https://www.last.fm/music/RAYE/_/WHERE+IS+MY+HUSBAND%21,https://lastfm.freetls.fastly.net/i/u/300x300/d699b39671911b7dfc69d4c0acdcc4f1.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/fc/f5/24/fcf52459-e6a3-c728-c472-58766d300ef7/mzaf_12031297918382153127.plus.aac.p.m4a
Sharpest Tool,Sabrina Carpenter,11596578,https://www.last.fm/music/Sabrina+Carpenter/_/Sharpest+Tool,https://lastfm.freetls.fastly.net/i/u/300x300/f12406c41b319b91faeb0efcd4709fa9.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/27/eb/1e/27eb1e5c-6cfb-4e28-32eb-cd42208d8644/mzaf_660528951122919214.plus.aac.p.m4a
The Bends,Radiohead,11595931,https://www.last.fm/music/Radiohead/_/The+Bends,https://lastfm.freetls.fastly.net/i/u/300x300/9ea9931e129bb5efd3606866901855b5.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/5a/1b/38/5a1b38c0-e751-b65a-91f4-5c0ecf8981fe/mzaf_13497506801332646990.plus.aac.p.m4a
Cologne,beabadoobee,11593089,https://www.last.fm/music/beabadoobee/_/Cologne,https://lastfm.freetls.fastly.net/i/u/300x300/0ef57382db1c2dd1231ec6f93506d84c.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/86/7b/06/867b069b-16db-3ac5-1d3d-9153687eb09d/mzaf_9074558961816775915.plus.aac.p.m4a
Cemetery Drive,My Chemical Romance,11588989,https://www.last.fm/music/My+Chemical+Romance/_/Cemetery+Drive,https://lastfm.freetls.fastly.net/i/u/300x300/09cb27a9f908354fd210a07830951791.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/a1/53/ee/a153ee48-8987-8d2b-385f-2ac192262de7/mzaf_16068996276655235340.plus.aac.p.m4a
Around Me (feat. Don Toliver),Metro Boomin,11584735,https://www.last.fm/music/Metro+Boomin/_/Around+Me+(feat.+Don+Toliver),https://lastfm.freetls.fastly.net/i/u/300x300/1240a338ee297d49b02b8f4e608ae49c.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/d3/f8/2a/d3f82acb-ccd3-b6f0-9563-a9385a35e58d/mzaf_16854532331679946998.plus.aac.p.m4a
Something Good Can Work,Two Door Cinema Club,11584010,https://www.last.fm/music/Two+Door+Cinema+Club/_/Something+Good+Can+Work,https://lastfm.freetls.fastly.net/i/u/300x300/aa9e02325be944cab8e4392f1948f5e0.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/47/86/1e/47861edc-f806-0a17-e42c-4733548c4fff/mzaf_14303059536612288752.plus.aac.p.m4a
Intro: Serendipity,BTS,11581704,https://www.last.fm/music/BTS/_/Intro:+Serendipity,https://lastfm.freetls.fastly.net/i/u/300x300/fac6de5d84939bd32422547cacb123fe.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/fc/d0/d2/fcd0d206-ea02-9083-e1e3-1b7e92365bdb/mzaf_4143935768341905480.plus.aac.p.m4a
First Date,blink-182,11577268,https://www.last.fm/music/blink-182/_/First+Date,https://lastfm.freetls.fastly.net/i/u/300x300/d1556c35364e423efbfaf1bb0c42663e.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/e8/5a/e3/e85ae36b-24e4-659d-debe-f53f95b996f8/mzaf_10650638208713163908.plus.aac.p.m4a
YOSEMITE,Travis Scott,11575725,https://www.last.fm/music/Travis+Scott/_/YOSEMITE,https://lastfm.freetls.fastly.net/i/u/300x300/4386a469e620103f8436b3e969075959.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/cd/63/c0/cd63c032-58b7-294a-87c2-37403f2bf9f6/mzaf_15730142181701867855.plus.aac.p.m4a
Us and Them,Pink Floyd,11572118,https://www.last.fm/music/Pink+Floyd/_/Us+and+Them,https://lastfm.freetls.fastly.net/i/u/300x300/d4bdd038cacbec705e269edb0fd38419.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/b1/19/9e/b1199e80-3e9d-568c-729d-2a0b4397f06d/mzaf_18155350597863255212.plus.aac.p.m4a
DOGTOOTH,"Tyler, The Creator",11571946,"https://www.last.fm/music/Tyler,+The+Creator/_/DOGTOOTH",https://lastfm.freetls.fastly.net/i/u/300x300/571e8406ce02254145822abe0a3312c1.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/ea/a6/99/eaa699af-33dc-3f58-5ebd-e4b830707647/mzaf_11136703388258616116.plus.aac.p.m4a
Avril 14th,Aphex Twin,11571128,https://www.last.fm/music/Aphex+Twin/_/Avril+14th,https://lastfm.freetls.fastly.net/i/u/300x300/a2fe39170f7a98ebcbdb294201149651.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/13/09/1f/13091fd5-ef8e-a494-5c36-61a133cfdc19/mzaf_1097252554933139566.plus.aac.p.m4a
California Dreamin' - Single Version,The Mamas & the Papas,11566996,https://www.last.fm/music/The+Mamas+&+the+Papas/_/California+Dreamin%27+-+Single+Version,,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/5e/6e/4c/5e6e4c89-b1dc-f2a5-56f7-3bc5adfcaeb6/mzaf_11405280371921111445.plus.aac.p.m4a
Lovesick Girls,BLACKPINK,11564084,https://www.last.fm/music/BLACKPINK/_/Lovesick+Girls,https://lastfm.freetls.fastly.net/i/u/300x300/e6528ecb766d9473e3dcad284c7facd0.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/22/34/85/223485da-cc1c-8bc9-ed49-d50c044685f2/mzaf_3936647775516282553.plus.aac.p.m4a
I Just Threw Out the Love of My Dreams,Weezer,11550130,https://www.last.fm/music/Weezer/_/I+Just+Threw+Out+the+Love+of+My+Dreams,https://lastfm.freetls.fastly.net/i/u/300x300/3d77c0d34a730d20176422252b9e2610.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/89/e8/56/89e856c4-ae17-58d6-a075-8b9e5503796b/mzaf_11600106888893121357.plus.aac.p.m4a
HOT WIND BLOWS (feat. Lil Wayne),"Tyler, The Creator",11549440,"https://www.last.fm/music/Tyler,+The+Creator/_/HOT+WIND+BLOWS+(feat.+Lil+Wayne)",,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/ea/a6/99/eaa699af-33dc-3f58-5ebd-e4b830707647/mzaf_11136703388258616116.plus.aac.p.m4a
Good News,Mac Miller,11543277,https://www.last.fm/music/Mac+Miller/_/Good+News,https://lastfm.freetls.fastly.net/i/u/300x300/1fd5bc5de116097cb008d0b09576d216.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/13/e2/be/13e2beaa-321b-1a0a-2c4e-b865fe9d9f60/mzaf_13231410766586809540.plus.aac.p.m4a
"Right People, Wrong Place",RM,11542337,"https://www.last.fm/music/RM/_/Right+People,+Wrong+Place",https://lastfm.freetls.fastly.net/i/u/300x300/1b4f93487070683e600b125b15d8d004.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/2c/98/3e/2c983ec6-b298-5813-9cf1-721cf3927dfd/mzaf_13440589460944606013.plus.aac.p.m4a
LUMBERJACK,"Tyler, The Creator",11541141,"https://www.last.fm/music/Tyler,+The+Creator/_/LUMBERJACK",https://lastfm.freetls.fastly.net/i/u/300x300/63180565ad08cc6e27b5a2f275fc48b0.png,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/42/3a/7e/423a7ebc-f952-7032-71f7-faa6356a856b/mzaf_1113637335617379367.plus.aac.p.m4a
